trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.4, 'e': 0.9075000000000102}",25,0,-58.796210704034706,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
186,False,"{'a': 0.4, 'e': 0.9070000000000102}",25,0,-104.10664706240794,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
187,False,"{'a': 0.4, 'e': 0.9065000000000103}",20,8,-3.9317833500686072,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.4, 'e': 0.9060000000000104}",25,0,-131.89120083698458,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
189,False,"{'a': 0.4, 'e': 0.9055000000000104}",20,0,-184.51223806891525,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
190,False,"{'a': 0.4, 'e': 0.9050000000000105}",20,0,-157.14170776278166,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
191,False,"{'a': 0.4, 'e': 0.9045000000000105}",20,0,-163.81868038391784,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
192,False,"{'a': 0.4, 'e': 0.9040000000000106}",25,0,-164.5075018886751,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
193,False,"{'a': 0.4, 'e': 0.9035000000000106}",25,0,-132.61638471082324,"{0: 13, 1: 0, 2: 9, 3: 3, 4: 0}",0
194,False,"{'a': 0.4, 'e': 0.9030000000000107}",25,0,-105.32936262754852,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
195,False,"{'a': 0.4, 'e': 0.9025000000000107}",20,0,-118.56906860857598,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
196,False,"{'a': 0.4, 'e': 0.9020000000000108}",20,4,-28.462060035654726,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.4, 'e': 0.9015000000000108}",20,3,-80.26176126312487,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.9010000000000109}",20,0,-34.47659307219808,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.4, 'e': 0.900500000000011}",30,3,-209.76362831674626,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 2}",1
200,False,"{'a': 0.4, 'e': 0.900000000000011}",25,0,-134.03485174000218,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
201,False,"{'a': 0.4, 'e': 0.8995000000000111}",20,0,-60.713602827657326,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
202,False,"{'a': 0.4, 'e': 0.8990000000000111}",25,0,-151.73017045821754,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
203,False,"{'a': 0.4, 'e': 0.8985000000000112}",30,0,-109.57516974749693,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
204,False,"{'a': 0.4, 'e': 0.8980000000000112}",25,0,-214.19567568657186,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
205,False,"{'a': 0.4, 'e': 0.8975000000000113}",30,0,-127.04093977512062,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
206,False,"{'a': 0.4, 'e': 0.8970000000000113}",20,4,-42.73543013826545,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.8965000000000114}",25,0,-115.84847693679006,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.8960000000000115}",35,0,-81.48723505784886,"{0: 23, 1: 5, 2: 5, 3: 2, 4: 0}",0
209,False,"{'a': 0.4, 'e': 0.8955000000000115}",20,0,-154.62254841200829,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
210,False,"{'a': 0.4, 'e': 0.8950000000000116}",30,0,-143.8760124927765,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
211,False,"{'a': 0.4, 'e': 0.8945000000000116}",30,0,-156.99401766658133,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
212,False,"{'a': 0.4, 'e': 0.8940000000000117}",25,0,-48.46143073711067,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
213,False,"{'a': 0.4, 'e': 0.8935000000000117}",30,3,-52.63708779014974,"{0: 17, 1: 7, 2: 2, 3: 1, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.8930000000000118}",35,15,-121.14203872325011,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",1
215,False,"{'a': 0.4, 'e': 0.8925000000000118}",25,0,-171.6016224959819,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
216,False,"{'a': 0.4, 'e': 0.8920000000000119}",30,0,-100.2322203853213,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
217,False,"{'a': 0.4, 'e': 0.891500000000012}",20,0,-139.0856938446001,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
218,False,"{'a': 0.4, 'e': 0.891000000000012}",30,0,-52.16017524870264,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.4, 'e': 0.8905000000000121}",20,0,-21.945920531044983,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.4, 'e': 0.8900000000000121}",20,0,-116.2733285445055,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
221,False,"{'a': 0.4, 'e': 0.8895000000000122}",25,0,-143.3378212314284,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
222,False,"{'a': 0.4, 'e': 0.8890000000000122}",20,0,-100.97058816562868,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
223,False,"{'a': 0.4, 'e': 0.8885000000000123}",20,0,-83.84315873274552,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
224,False,"{'a': 0.4, 'e': 0.8880000000000123}",20,0,-84.00200165715135,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
225,False,"{'a': 0.4, 'e': 0.8875000000000124}",25,0,-80.17348473870683,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
226,False,"{'a': 0.4, 'e': 0.8870000000000124}",25,0,-209.91077777656244,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
227,False,"{'a': 0.4, 'e': 0.8865000000000125}",25,0,-85.51637254470928,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
228,False,"{'a': 0.4, 'e': 0.8860000000000126}",20,2,-79.79421019017123,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.8855000000000126}",25,0,-40.03974713860677,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.4, 'e': 0.8850000000000127}",30,0,-117.07573848283782,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
231,False,"{'a': 0.4, 'e': 0.8845000000000127}",20,3,14.533126357453371,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.8840000000000128}",25,7,-90.11734284639128,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
233,False,"{'a': 0.4, 'e': 0.8835000000000128}",20,0,-113.66226236622775,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
234,False,"{'a': 0.4, 'e': 0.8830000000000129}",20,0,-131.63762832665182,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
235,False,"{'a': 0.4, 'e': 0.8825000000000129}",35,0,-147.91120288779936,"{0: 22, 1: 4, 2: 7, 3: 0, 4: 2}",0
236,False,"{'a': 0.4, 'e': 0.882000000000013}",20,0,-71.10567401036432,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.4, 'e': 0.881500000000013}",20,0,-61.98802804116755,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.8810000000000131}",20,14,-40.100865102414375,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.4, 'e': 0.8805000000000132}",20,0,-110.01373768598387,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
240,False,"{'a': 0.4, 'e': 0.8800000000000132}",30,0,-110.54715451598342,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.8795000000000133}",25,0,-202.12087601783443,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
242,False,"{'a': 0.4, 'e': 0.8790000000000133}",20,0,-62.56796464930188,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
243,False,"{'a': 0.4, 'e': 0.8785000000000134}",25,0,-91.14468002755214,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
244,False,"{'a': 0.4, 'e': 0.8780000000000134}",25,0,-146.56764567299592,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
245,False,"{'a': 0.4, 'e': 0.8775000000000135}",25,0,-89.3024494462497,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
246,False,"{'a': 0.4, 'e': 0.8770000000000135}",25,0,-148.7778801319078,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
247,False,"{'a': 0.4, 'e': 0.8765000000000136}",25,0,-126.07486490047918,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
248,False,"{'a': 0.4, 'e': 0.8760000000000137}",20,0,-191.881275856105,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
249,False,"{'a': 0.4, 'e': 0.8755000000000137}",25,0,8.653749316083575,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.8750000000000138}",25,0,-104.0621285080395,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 0}",0
251,False,"{'a': 0.4, 'e': 0.8745000000000138}",20,0,-61.96442829943728,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
252,False,"{'a': 0.4, 'e': 0.8740000000000139}",20,0,-120.72046628263689,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
253,False,"{'a': 0.4, 'e': 0.8735000000000139}",20,0,-41.348242853002354,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
254,False,"{'a': 0.4, 'e': 0.873000000000014}",25,0,-77.05576105610697,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
255,False,"{'a': 0.4, 'e': 0.872500000000014}",25,0,-180.80267052299794,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
256,False,"{'a': 0.4, 'e': 0.8720000000000141}",20,0,-110.01170967567215,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
257,False,"{'a': 0.4, 'e': 0.8715000000000142}",20,0,-115.66478185932431,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
258,False,"{'a': 0.4, 'e': 0.8710000000000142}",20,10,-48.175391084313425,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
259,False,"{'a': 0.4, 'e': 0.8705000000000143}",20,7,-95.91529390393681,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
260,False,"{'a': 0.4, 'e': 0.8700000000000143}",25,0,-128.25993010774775,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
261,False,"{'a': 0.4, 'e': 0.8695000000000144}",25,0,-186.29434176326853,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
262,False,"{'a': 0.4, 'e': 0.8690000000000144}",20,0,-66.62776279041574,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
263,False,"{'a': 0.4, 'e': 0.8685000000000145}",25,0,-113.55676002876324,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
264,False,"{'a': 0.4, 'e': 0.8680000000000145}",25,0,-205.83245187955796,"{0: 11, 1: 1, 2: 9, 3: 2, 4: 2}",0
265,False,"{'a': 0.4, 'e': 0.8675000000000146}",30,0,-69.5901542287611,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
266,False,"{'a': 0.4, 'e': 0.8670000000000146}",20,10,-1.3297440641503022,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.8665000000000147}",20,0,-69.27918457416462,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.4, 'e': 0.8660000000000148}",30,0,-29.328594918534655,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
269,False,"{'a': 0.4, 'e': 0.8655000000000148}",20,0,-47.78368224479796,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
270,False,"{'a': 0.4, 'e': 0.8650000000000149}",20,0,-162.7712107014559,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
271,False,"{'a': 0.4, 'e': 0.8645000000000149}",20,0,-45.70780218678695,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
272,False,"{'a': 0.4, 'e': 0.864000000000015}",25,10,-97.92089847262714,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
273,False,"{'a': 0.4, 'e': 0.863500000000015}",30,0,-138.20311287774882,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",1
274,False,"{'a': 0.4, 'e': 0.8630000000000151}",20,0,-3.344123896367843,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.4, 'e': 0.8625000000000151}",20,8,-36.71816893682676,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.8620000000000152}",25,0,-96.32942298834557,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
277,False,"{'a': 0.4, 'e': 0.8615000000000153}",30,0,-51.976937889791344,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
278,False,"{'a': 0.4, 'e': 0.8610000000000153}",25,0,-192.0362363570518,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
279,False,"{'a': 0.4, 'e': 0.8605000000000154}",20,0,-46.270547749159896,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
280,False,"{'a': 0.4, 'e': 0.8600000000000154}",30,0,-48.56655227433948,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
281,False,"{'a': 0.4, 'e': 0.8595000000000155}",25,0,-49.00708199541933,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
282,False,"{'a': 0.4, 'e': 0.8590000000000155}",20,0,-114.21941324155001,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
283,False,"{'a': 0.4, 'e': 0.8585000000000156}",25,0,-92.83791431645326,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
284,False,"{'a': 0.4, 'e': 0.8580000000000156}",20,0,-31.475302175471978,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
285,False,"{'a': 0.4, 'e': 0.8575000000000157}",25,6,-63.51123454288168,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
286,False,"{'a': 0.4, 'e': 0.8570000000000157}",30,0,-247.1661995990308,"{0: 15, 1: 2, 2: 8, 3: 1, 4: 4}",0
287,False,"{'a': 0.4, 'e': 0.8565000000000158}",25,0,-164.7902797868034,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
288,False,"{'a': 0.4, 'e': 0.8560000000000159}",25,6,-51.68051392066742,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.8555000000000159}",25,0,-90.76031461683964,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
290,False,"{'a': 0.4, 'e': 0.855000000000016}",25,0,-74.8757433023294,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
291,False,"{'a': 0.4, 'e': 0.854500000000016}",30,13,-32.17388523547119,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.8540000000000161}",20,0,-78.99675858069955,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
293,False,"{'a': 0.4, 'e': 0.8535000000000161}",25,0,-174.08336543949304,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
294,False,"{'a': 0.4, 'e': 0.8530000000000162}",25,0,-93.89368418787757,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
295,False,"{'a': 0.4, 'e': 0.8525000000000162}",20,0,-68.66875535958663,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
296,False,"{'a': 0.4, 'e': 0.8520000000000163}",30,0,-147.2270750573048,"{0: 19, 1: 7, 2: 0, 3: 1, 4: 3}",0
297,False,"{'a': 0.4, 'e': 0.8515000000000164}",20,0,-146.38240378897504,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
298,False,"{'a': 0.4, 'e': 0.8510000000000164}",25,0,-44.79948016819448,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
299,False,"{'a': 0.4, 'e': 0.8505000000000165}",30,0,-111.49789443157562,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
300,False,"{'a': 0.4, 'e': 0.8500000000000165}",20,0,-87.13809112535615,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
301,False,"{'a': 0.4, 'e': 0.8495000000000166}",25,0,-91.86281510664558,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.8490000000000166}",20,0,-15.187206347428678,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
303,False,"{'a': 0.4, 'e': 0.8485000000000167}",25,0,-91.72132890645068,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
304,False,"{'a': 0.4, 'e': 0.8480000000000167}",25,0,-132.659309806426,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
305,False,"{'a': 0.4, 'e': 0.8475000000000168}",30,4,-132.99899176184147,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 2}",1
306,False,"{'a': 0.4, 'e': 0.8470000000000169}",25,0,-123.33845797631757,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
307,False,"{'a': 0.4, 'e': 0.8465000000000169}",35,0,-234.93214759811715,"{0: 18, 1: 3, 2: 8, 3: 4, 4: 2}",0
308,False,"{'a': 0.4, 'e': 0.846000000000017}",20,0,-132.29649523107395,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
309,False,"{'a': 0.4, 'e': 0.845500000000017}",25,0,-92.02828446376361,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
310,False,"{'a': 0.4, 'e': 0.8450000000000171}",20,0,-131.1727339164905,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
311,False,"{'a': 0.4, 'e': 0.8445000000000171}",20,1,-64.58473154808547,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
312,False,"{'a': 0.4, 'e': 0.8440000000000172}",20,0,-47.80162220590695,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.4, 'e': 0.8435000000000172}",20,0,-89.25489960213103,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
314,False,"{'a': 0.4, 'e': 0.8430000000000173}",20,0,-56.96333231434787,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
315,False,"{'a': 0.4, 'e': 0.8425000000000173}",20,9,-8.880452702472432,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.8420000000000174}",20,0,-1.8355974166135518,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.4, 'e': 0.8415000000000175}",20,5,-70.03124940963936,"{0: 7, 1: 2, 2: 5, 3: 1, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.8410000000000175}",20,0,-8.780212900943686,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
319,False,"{'a': 0.4, 'e': 0.8405000000000176}",20,0,-27.12760004859649,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
320,False,"{'a': 0.4, 'e': 0.8400000000000176}",25,0,-133.25499178164438,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
321,False,"{'a': 0.4, 'e': 0.8395000000000177}",20,0,-163.93726234048816,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
322,False,"{'a': 0.4, 'e': 0.8390000000000177}",30,3,-75.07397772178406,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",1
323,False,"{'a': 0.4, 'e': 0.8385000000000178}",30,0,-138.22373705564144,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
324,False,"{'a': 0.4, 'e': 0.8380000000000178}",20,0,-79.24075424155042,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.4, 'e': 0.8375000000000179}",35,22,-44.756759699025366,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
326,False,"{'a': 0.4, 'e': 0.837000000000018}",25,0,-120.51230436967712,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
327,False,"{'a': 0.4, 'e': 0.836500000000018}",20,0,-83.5933711171695,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
328,False,"{'a': 0.4, 'e': 0.8360000000000181}",35,0,-119.5456056029936,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
329,False,"{'a': 0.4, 'e': 0.8355000000000181}",20,3,-81.72432632175149,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
330,False,"{'a': 0.4, 'e': 0.8350000000000182}",30,0,-48.38040742735804,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
331,False,"{'a': 0.4, 'e': 0.8345000000000182}",25,13,3.5026542929528257,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.8340000000000183}",30,0,-230.40986567576175,"{0: 15, 1: 5, 2: 4, 3: 3, 4: 3}",0
333,False,"{'a': 0.4, 'e': 0.8335000000000183}",30,0,-129.7860013344458,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
334,False,"{'a': 0.4, 'e': 0.8330000000000184}",35,0,-105.67735588383275,"{0: 28, 1: 0, 2: 4, 3: 1, 4: 2}",0
335,False,"{'a': 0.4, 'e': 0.8325000000000184}",20,9,-43.57576495995335,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.4, 'e': 0.8320000000000185}",25,0,-93.7622814070979,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
337,False,"{'a': 0.4, 'e': 0.8315000000000186}",20,0,-135.5466671368033,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
338,False,"{'a': 0.4, 'e': 0.8310000000000186}",20,0,-115.06178143716465,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
339,False,"{'a': 0.4, 'e': 0.8305000000000187}",35,0,-89.68757061240915,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
340,False,"{'a': 0.4, 'e': 0.8300000000000187}",30,0,-81.71530555703835,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
341,False,"{'a': 0.4, 'e': 0.8295000000000188}",25,0,-92.38698147861977,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",1
342,False,"{'a': 0.4, 'e': 0.8290000000000188}",25,0,-131.0747430434029,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
343,False,"{'a': 0.4, 'e': 0.8285000000000189}",20,0,-75.30654896604585,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
344,False,"{'a': 0.4, 'e': 0.8280000000000189}",25,0,-16.54917687214318,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
345,False,"{'a': 0.4, 'e': 0.827500000000019}",20,0,-56.33546389400973,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
346,False,"{'a': 0.4, 'e': 0.827000000000019}",25,11,-8.490442684805922,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.8265000000000191}",20,0,-24.36808392524071,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
348,False,"{'a': 0.4, 'e': 0.8260000000000192}",20,8,-91.5966801712441,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 1}",1
349,False,"{'a': 0.4, 'e': 0.8255000000000192}",30,0,-94.00894028329624,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
350,False,"{'a': 0.4, 'e': 0.8250000000000193}",25,4,-141.60072523971618,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 3}",1
351,False,"{'a': 0.4, 'e': 0.8245000000000193}",20,0,-220.28178685832043,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
352,False,"{'a': 0.4, 'e': 0.8240000000000194}",25,0,-50.57377864496805,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
353,False,"{'a': 0.4, 'e': 0.8235000000000194}",25,0,-41.600037638908454,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
354,False,"{'a': 0.4, 'e': 0.8230000000000195}",25,0,-116.15978186891782,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
355,False,"{'a': 0.4, 'e': 0.8225000000000195}",30,0,-196.55184412173458,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
356,False,"{'a': 0.4, 'e': 0.8220000000000196}",20,12,-7.66274779460757,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.8215000000000197}",35,0,-280.3813721349857,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 5}",0
358,False,"{'a': 0.4, 'e': 0.8210000000000197}",25,0,-128.51120359650395,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
359,False,"{'a': 0.4, 'e': 0.8205000000000198}",30,0,-143.48950463782174,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
360,False,"{'a': 0.4, 'e': 0.8200000000000198}",35,2,-173.7427919714869,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 4}",1
361,False,"{'a': 0.4, 'e': 0.8195000000000199}",20,0,-55.92548594077671,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
362,False,"{'a': 0.4, 'e': 0.8190000000000199}",20,0,-85.2029064018527,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
363,False,"{'a': 0.4, 'e': 0.81850000000002}",20,0,-15.484756973630295,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
364,False,"{'a': 0.4, 'e': 0.81800000000002}",20,0,-45.98040820821775,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
365,False,"{'a': 0.4, 'e': 0.8175000000000201}",25,0,-74.50319415091937,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
366,False,"{'a': 0.4, 'e': 0.8170000000000202}",30,0,-144.35108114234322,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
367,False,"{'a': 0.4, 'e': 0.8165000000000202}",25,0,-111.8215426638958,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
368,False,"{'a': 0.4, 'e': 0.8160000000000203}",30,0,-69.14879479065483,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
